,Unnamed: 0,no,xmin,ymax,xmax,ymin,length,height,center_x,center_y,frame,second,frame_sec,second_acc,confidenceI
287,873,874,92,203.554,150.052,132,58,72,121.0653,167.5425,477,19,2,19.08,0.937554
288,874,875,281,246.232,346.576,161,66,85,313.826,203.7195,478,19,3,19.12,0.884839
289,875,876,93,199.614,152.767,129,60,71,122.6758,164.1565,478,19,3,19.12,0.81096
290,876,877,277,249.754,344.239,165,67,85,310.541,207.301,479,19,4,19.16,0.93496
291,877,878,102,199.709,154.138,127,52,72,127.9745,163.5255,479,19,4,19.16,0.863943
292,878,879,276,249.774,345.381,163,69,87,310.64,206.3175,480,19,5,19.2,0.960871
293,879,880,108,197.234,157.334,128,49,69,132.7925,162.534,480,19,5,19.2,0.842741
294,880,881,271,251.377,340.427,168,69,83,305.928,209.751,481,19,6,19.24,0.970578
295,881,882,115,194.653,169.251,123,54,72,142.235,158.8785,481,19,6,19.24,0.718666
296,882,883,269,250.508,336.96,169,68,81,302.9095,209.8265,482,19,7,19.28,0.981706
297,883,884,266,249.904,334.86,170,69,80,300.348,210.0465,483,19,8,19.32,0.98396
298,884,885,264,251.836,333.883,172,70,80,299.0495,211.8385,484,19,9,19.36,0.985333
299,885,886,131,184.611,178.659,111,48,74,154.78,147.815,484,19,9,19.36,0.814848
300,886,887,261,251.541,331.866,172,71,79,296.5065,211.9595,485,19,10,19.4,0.984156
301,887,888,135,178.353,180.536,109,45,70,157.959,143.514,485,19,10,19.4,0.842097
302,888,889,261,253.676,331.85,173,71,80,296.4115,213.575,486,19,11,19.44,0.983971
303,889,890,137,175.802,181.404,106,45,70,159.0545,140.8725,486,19,11,19.44,0.796589
304,890,891,260,255.501,331.816,175,72,81,295.665,215.121,487,19,12,19.48,0.97854
305,891,892,141,169.82,194.702,102,54,68,167.8565,135.797,487,19,12,19.48,0.717861
306,892,893,258,257.263,330.48,174,72,83,294.448,215.8055,488,19,13,19.52,0.953494
307,893,894,256,259.803,331.601,176,76,84,293.6785,217.8145,489,19,14,19.56,0.935948
308,894,895,255,259.758,331.088,177,76,82,293.228,218.583,490,19,15,19.6,0.919863
309,895,896,257,258.967,329.949,177,73,82,293.6835,217.8335,491,19,16,19.64,0.896826
310,896,897,259,258.129,332.271,180,74,78,295.487,219.296,492,19,17,19.68,0.85143
311,897,898,259,259.322,331.095,175,72,84,295.0405,217.173,493,19,18,19.72,0.848189
312,898,899,260,259.065,333.992,174,74,85,297.201,216.709,494,19,19,19.76,0.907378
313,899,900,263,260.392,336.661,181,74,80,299.8135,220.47,495,19,20,19.8,0.890125
314,900,901,265,261.022,338.433,182,73,79,301.9635,221.638,496,19,21,19.84,0.885407
315,901,902,270,257.375,337.757,180,68,78,304.0025,218.498,497,19,22,19.88,0.928573
316,902,903,273,255.22,339.214,180,66,75,306.0,217.857,498,19,23,19.92,0.913176
317,903,904,274,254.751,341.358,180,67,75,307.88,217.177,499,19,24,19.96,0.929631
318,904,905,276,254.685,343.429,184,68,70,309.5655,219.464,500,20,0,20.0,0.915097
319,905,906,275,257.979,344.866,181,70,77,310.0305,219.332,501,20,1,20.04,0.926533
320,906,907,277,255.791,347.228,178,70,78,312.0885,216.902,502,20,2,20.08,0.907316
321,907,908,279,251.934,347.574,175,68,77,313.477,213.6535,503,20,3,20.12,0.899637
322,908,909,280,246.195,349.798,171,70,76,315.004,208.4375,504,20,4,20.16,0.879093
323,909,910,283,241.231,349.225,168,66,73,316.3505,204.544,505,20,5,20.2,0.897675
324,910,911,283,242.494,350.989,162,68,80,317.176,202.4435,506,20,6,20.24,0.874238
325,911,912,286,234.425,350.905,162,65,72,318.3,198.265,507,20,7,20.28,0.90673
326,912,913,286,227.721,352.013,160,66,68,318.9635,193.642,508,20,8,20.32,0.937191
327,913,914,287,223.347,352.23,158,65,65,319.6975,190.753,509,20,9,20.36,0.946434
328,914,915,287,227.445,358.142,152,71,76,322.633,189.489,510,20,10,20.4,0.977799
329,915,916,292,222.781,358.86,147,67,75,325.2505,185.09,511,20,11,20.44,0.987779
330,586,587,0,335.276,60.027,236,60,99,30.1849245,285.586,0,2,23,2.92,0.793163
331,587,588,0,317.801,63.2657,232,63,86,31.63285,274.934,1,2,24,2.96,0.953554
